date,poi_id,day_of_week,month,is_weekend,is_holiday,holiday_name,days_to_nearest_holiday,holiday_factor,poi_score,resident_ratio,visitor_ratio,commuter_ratio,temperature,weather_condition,humidity,wind_speed,historical_demand_lag_1,historical_demand_lag_7,historical_demand_rolling_mean_7,demand
2023-01-13,POI_A,4,1,False,False,,9,1.0,0.8118850813088215,0.17331172032067943,0.5525948697846373,0.2740934098946832,34.97450831278048,多云,64.36078887873035,7.3936282696498505,211.0,227.0,248.14285714285714,212.0
2023-01-14,POI_A,5,1,True,False,,8,1.0,0.8659519181699242,0.13730570452516713,0.6619218996773694,0.20077239579746356,33.58596190174343,晴天,85.62263395075361,1.2864814335451702,212.0,309.0,246.0,302.0
2023-01-15,POI_A,6,1,True,False,,7,1.0,0.8451347039077455,0.1401630405950674,0.669152230899197,0.1906847285057356,38.04998932477666,多云,60.14304293003093,12.093867512945968,302.0,254.0,245.0,256.0
2023-01-16,POI_A,0,1,False,False,,6,1.0,0.8525137264057795,0.2502694222293917,0.5061553292750259,0.24357524849558246,36.42464863452661,晴天,84.7225724664768,7.7913189428327705,256.0,221.0,245.28571428571428,194.0
2023-01-17,POI_A,1,1,False,False,,5,1.0,0.8215925083464205,0.17855053666567733,0.7741919985276441,0.04725746480667867,24.22450502721202,晴天,58.21902707602024,7.4082907803786835,194.0,230.0,241.42857142857142,234.0
2023-01-18,POI_A,2,1,False,False,,4,1.0,0.8941944570135023,0.15914262418071656,0.6711908638244141,0.16966651199486946,34.359395027822984,晴天,70.80486291817249,3.6572358019335227,234.0,285.0,242.0,253.0
2023-01-19,POI_A,3,1,False,False,,3,1.0,0.9854594466023783,0.2067384611879085,0.5842547187360518,0.2090068200760395,31.612053318539765,多云,83.46519755461844,9.683057373895691,253.0,211.0,237.42857142857142,252.0
2023-01-20,POI_A,4,1,False,False,,2,1.0,0.926920896795569,0.17606679765969088,0.5624995792498877,0.26143362309042145,36.245675508349535,晴天,47.8021419582676,6.547456089743089,252.0,212.0,243.28571428571428,228.0
2023-01-21,POI_A,5,1,True,False,,1,1.2,0.8836648447142509,0.16629661964363773,0.6376288074203084,0.19607457293605388,31.097853958855314,多云,45.39016179014867,19.191111156954936,228.0,302.0,245.57142857142858,284.0
2023-01-22,POI_A,6,1,True,True,春节,0,1.5,0.8456362503969131,0.1914189046693213,0.5991038417698498,0.2094772535608291,29.509432226357752,晴天,54.02840159415885,4.075989700185025,284.0,256.0,243.0,327.0
2023-01-23,POI_A,0,1,False,True,春节,0,1.5,0.9198286771176614,0.21955424392186457,0.5899750479599472,0.1904707081181882,36.10445944563251,晴天,78.24250395799132,8.620816732734863,327.0,194.0,253.14285714285714,212.0
2023-01-24,POI_A,1,1,False,True,春节,0,1.5,0.832361949388712,0.19092564368937845,0.5539151960349208,0.2551591602757008,32.54792536982469,小雨,56.093628643361,1.8292836117408595,212.0,234.0,255.71428571428572,257.0
2023-01-25,POI_A,2,1,False,True,春节,0,1.5,0.8915674777564058,0.3183057708355004,0.5227632815497646,0.158930947614735,35.38592440700222,晴天,51.75009382696496,2.259256953134008,257.0,253.0,259.0,235.0
2023-01-26,POI_A,3,1,False,True,春节,0,1.5,0.9630186865271904,0.1665419549290198,0.6359557735016811,0.19750227156929928,41.59760040788421,晴天,54.66404355865777,0.39407180017068777,235.0,252.0,256.42857142857144,269.0
2023-01-27,POI_A,4,1,False,True,春节,0,1.5,0.9241254942656423,0.2140504817169885,0.5722076654651242,0.21374185281788738,27.065897125374327,晴天,61.0652486673841,6.630332127255607,269.0,228.0,258.85714285714283,301.0
2023-01-28,POI_A,5,1,True,True,春节,0,1.5,0.873568101721354,0.24106877638131463,0.5651967707784934,0.1937344528401921,43.833654306787125,多云,76.35699084827989,3.283665146829007,301.0,284.0,269.2857142857143,301.0
2023-01-29,POI_A,6,1,True,False,,1,1.2,0.9750889352297267,0.1435686410102362,0.6434999051010779,0.21293145388868584,34.518534999857714,多云,43.29490772134316,14.71915917488114,301.0,327.0,271.7142857142857,323.0
2023-01-30,POI_A,0,1,False,False,,2,1.0,0.8435213398784566,0.20049106275745832,0.5811411639003626,0.21836777334217894,35.99238497070974,多云,36.235985941620726,9.073628368970146,323.0,212.0,271.14285714285717,205.0
2023-01-31,POI_A,1,1,False,False,,3,1.0,0.9100179792143673,0.22888850582213566,0.5008898266005455,0.27022166757731886,32.36220299816181,晴天,72.70746820405597,1.3041896545429132,205.0,257.0,270.14285714285717,233.0
2023-02-01,POI_A,2,2,False,False,,4,1.0,0.8820579841927997,0.11665530497299166,0.6407366579671656,0.2426080370598427,33.131919860800316,晴天,77.74989697031552,1.2415675820520278,233.0,235.0,266.7142857142857,250.0
2023-02-02,POI_A,3,2,False,False,,5,1.0,0.9162850042876044,0.15302490003222197,0.6362066144488736,0.2107684855189044,22.96051586295809,晴天,88.95859377010007,12.02083208912131,250.0,269.0,268.85714285714283,218.0
2023-02-03,POI_A,4,2,False,False,,6,1.0,0.9092846621185181,0.200364590937294,0.6469022904182052,0.15273311864450087,26.022328326543164,晴天,33.91259195314693,1.7924473081145376,218.0,301.0,261.57142857142856,228.0
2023-02-04,POI_A,5,2,True,False,,7,1.0,0.888362454123632,0.16730573476262867,0.6145901166567466,0.21810414858062482,30.725161243713867,多云,47.00589945535778,4.741257457764416,228.0,301.0,251.14285714285714,313.0
2023-02-05,POI_A,6,2,True,False,,8,1.0,0.9815202507860863,0.1988662661279739,0.6023813674728188,0.19875236639920732,34.90806400636903,晴天,45.58935595961751,11.15821995248271,313.0,323.0,252.85714285714286,277.0
2023-02-06,POI_A,0,2,False,False,,9,1.0,0.9467210202024079,0.2718112647718151,0.5471335957348289,0.18105513949335608,36.68990429990223,晴天,62.05815816880367,1.3868480509534087,277.0,205.0,246.28571428571428,181.0
2023-02-07,POI_A,1,2,False,False,,10,1.0,0.8446669437383301,0.21706841127687412,0.574352000836447,0.20857958788667877,35.63051812739527,大雨,75.79560061358875,11.139003213026273,181.0,233.0,242.85714285714286,131.0
2023-02-08,POI_A,2,2,False,False,,11,1.0,0.9334864364844333,0.1933378650058805,0.6314250723056039,0.17523706268851574,22.640523692121164,晴天,47.43372642658509,18.75153754566895,131.0,250.0,228.28571428571428,225.0
2023-02-09,POI_A,3,2,False,False,,12,1.0,0.9183984200460515,0.22624114713133317,0.6296778193185439,0.14408103355012283,29.5582334419995,大雨,65.6166738716785,2.4663286854991173,225.0,218.0,224.71428571428572,181.0
2023-02-10,POI_A,4,2,False,False,,13,1.0,0.9391106342154796,0.23855485231937462,0.5164272066507952,0.2450179410298302,33.83158017045289,晴天,50.74764519006084,16.526170259232412,181.0,228.0,219.42857142857142,223.0
2023-02-11,POI_A,5,2,True,False,,14,1.0,0.8706421458105229,0.16235507636858446,0.6508028576887397,0.1868420659426759,30.540726561385245,多云,52.28404212457335,7.001757422322039,223.0,313.0,218.71428571428572,302.0
2023-02-12,POI_A,6,2,True,False,,15,1.0,0.9860941579254138,0.1620596825014835,0.6528733280218312,0.18506698947668532,26.59641699885126,大雨,53.61112913567957,19.474815089888985,302.0,277.0,217.14285714285714,247.0
2023-02-13,POI_A,0,2,False,False,,16,1.0,0.8278725305059901,0.2475131651537765,0.6597441123295585,0.09274272251666506,25.905948917826585,多云,40.335352287529005,10.581972707340409,247.0,181.0,212.85714285714286,222.0
2023-02-14,POI_A,1,2,False,False,,17,1.0,0.8237193507390849,0.1835440514596895,0.6053137038687499,0.21114224467156048,31.20415533906183,晴天,32.275556539675534,10.185814701684157,222.0,131.0,218.71428571428572,262.0
2023-02-15,POI_A,2,2,False,False,,18,1.0,0.9278789979336566,0.182693938220365,0.6272909987567379,0.19001506302289703,29.04134090017146,晴天,58.59141657579917,4.309828219643686,262.0,225.0,237.42857142857142,234.0
2023-02-16,POI_A,3,2,False,False,,19,1.0,0.9136118448187888,0.18881631072560837,0.6246975618355204,0.18648612743887127,34.25531749908157,晴天,51.47195543715061,1.9350668214177658,234.0,181.0,238.71428571428572,241.0
2023-02-17,POI_A,4,2,False,False,,20,1.0,0.9186833322512521,0.18464249264447954,0.6023881621872067,0.21296934516831378,25.98270388754855,多云,48.987418466391546,3.238105677044587,241.0,223.0,247.28571428571428,238.0
2023-02-18,POI_A,5,2,True,False,,21,1.0,0.8108104287725928,0.18148659017860172,0.6031420985152555,0.21537131130614282,31.256576389340143,晴天,68.29371694338303,13.496853699625921,238.0,302.0,249.42857142857142,262.0
2023-02-19,POI_A,6,2,True,False,,22,1.0,0.9634777870690574,0.20025798812231388,0.6219068398949916,0.1778351719826945,35.32118374330281,多云,44.96719453141546,8.020260335049127,262.0,247.0,243.71428571428572,284.0
2023-02-20,POI_A,0,2,False,False,,23,1.0,0.8717267732005712,0.2300143739588724,0.6100927091848022,0.15989291685632534,30.531014018107914,多云,59.37241037323077,8.693660346330264,284.0,222.0,249.0,231.0
2023-02-21,POI_A,1,2,False,False,,24,1.0,0.916257643069387,0.25043021742470667,0.5130400495641799,0.23652973301111327,25.96652285933702,大雨,41.7325054855358,10.5791780272152,231.0,262.0,250.28571428571428,221.0
2023-02-22,POI_A,2,2,False,False,,25,1.0,0.8830869100758336,0.17557752019579312,0.6961831051576081,0.12823937464659876,28.610311751937495,大雨,62.347241359415165,2.019187090931027,221.0,234.0,244.42857142857142,229.0
2023-02-23,POI_A,3,2,False,False,,26,1.0,0.8659181816658431,0.18755391011890882,0.6620433772672181,0.15040271261387314,34.22730568112785,晴天,49.203447657016554,5.970692362745876,229.0,241.0,243.71428571428572,251.0
2023-02-24,POI_A,4,2,False,False,,27,1.0,1.0,0.21619560186952944,0.5697728300804694,0.21403156805000126,19.762807056875047,晴天,60.864615772159596,12.506142389953599,251.0,238.0,245.14285714285714,247.0
2023-02-25,POI_A,5,2,True,False,,28,1.0,0.9045783775950953,0.20515521577490212,0.5832587632336468,0.21158602099145116,39.78119637943436,晴天,54.97318457023684,4.389131255545317,247.0,262.0,246.42857142857142,266.0
2023-02-26,POI_A,6,2,True,False,,29,1.0,0.9620041137381172,0.18313996766251844,0.6494975825894084,0.16736244974807316,22.687969729945568,多云,51.46716447875016,3.761650207606566,266.0,284.0,247.0,297.0
2023-02-27,POI_A,0,2,False,False,,30,1.0,0.8317355894986158,0.21512653955280808,0.5498979939149138,0.23497546653227808,32.56914449018478,多云,61.927286101853056,8.045186471422737,297.0,231.0,248.85714285714286,225.0
2023-02-28,POI_A,1,2,False,False,,31,1.0,0.9144496269279445,0.19227939508263023,0.572092703045173,0.23562790187219673,22.284668352064717,多云,59.84839504924578,13.132971329390966,225.0,221.0,248.0,202.0
2023-03-01,POI_A,2,3,False,False,,32,1.0,0.8993908627677477,0.17679010827882272,0.6072396114148505,0.21597028030632695,31.38452355657727,多云,66.98108472906043,15.615662015941398,202.0,229.0,245.28571428571428,231.0
2023-03-02,POI_A,3,3,False,False,,33,1.0,0.8547475792307033,0.23446081152391549,0.5764788416164018,0.18906034685968257,33.1027456025416,晴天,34.1547640387437,8.766695045825998,231.0,251.0,245.57142857142858,195.0
2023-03-03,POI_A,4,3,False,False,,33,1.0,0.9063799543835522,0.2585758768767497,0.5025001832716742,0.23892393985157598,34.41046530656783,晴天,72.28952309693463,15.774628824591774,195.0,247.0,237.57142857142858,193.0
2023-03-04,POI_A,5,3,True,False,,32,1.0,0.8565950741579728,0.1818694734994485,0.6169973945159396,0.20113313198461183,29.656776114910176,小雨,60.47009897062214,8.69769764064883,193.0,266.0,229.85714285714286,275.0
2023-03-05,POI_A,6,3,True,False,,31,1.0,0.9265870183446863,0.14500635480070928,0.6365253272704342,0.21846831792885654,34.01112651708664,晴天,82.49821923895297,1.2322658082105753,275.0,297.0,231.14285714285714,266.0
2023-03-06,POI_A,0,3,False,False,,30,1.0,0.9176385783627596,0.2474585118710931,0.5460716759490186,0.20646981217988825,34.29202331145477,晴天,40.672623801132744,17.330325160023765,266.0,225.0,226.71428571428572,185.0
2023-03-07,POI_A,1,3,False,False,,29,1.0,0.9321330488223777,0.19534065484195542,0.6428314145642176,0.16182793059382694,21.85153630332327,小雨,47.67483979897275,2.471117883866585,185.0,202.0,221.0,211.0
2023-03-08,POI_A,2,3,False,False,,28,1.0,0.8228206787323779,0.17913958188824752,0.6519915422390514,0.168868875872701,24.060100487647233,晴天,60.71747936587401,0.3032249023130196,211.0,231.0,222.28571428571428,223.0
2023-03-09,POI_A,3,3,False,False,,27,1.0,0.9252504879656899,0.21008767343692172,0.6301222359936407,0.15979009056943747,33.042312558897095,多云,31.003094725856137,11.991381398136113,223.0,195.0,221.14285714285714,227.0
2023-03-10,POI_A,4,3,False,False,,26,1.0,0.9532496567454809,0.3005397199411801,0.5585994900169177,0.14086079004190222,25.38559847345152,晴天,33.6905462257879,10.202290012593494,227.0,193.0,225.71428571428572,223.0
2023-03-11,POI_A,5,3,True,False,,25,1.0,0.8979758735987919,0.17157137009134765,0.5830677060320139,0.24536092387663846,23.99760572113358,多云,81.07259675458545,6.7784566666397,223.0,275.0,230.0,275.0
2023-03-12,POI_A,6,3,True,False,,24,1.0,0.8913831752319566,0.1914574313150886,0.5710803375807598,0.23746223110415157,21.820162942768476,晴天,83.00545868131786,16.90968343188442,275.0,266.0,230.0,351.0
2023-03-13,POI_A,0,3,False,False,,23,1.0,0.8205335230977704,0.2165431564607576,0.5811345503852179,0.20232229315402467,31.64862193399945,多云,61.466055272468935,2.020931815577187,351.0,185.0,242.14285714285714,225.0
2023-03-14,POI_A,1,3,False,False,,22,1.0,1.0,0.20313617706324974,0.5618541192074056,0.23500970372934463,24.649620556875945,晴天,61.10665698262943,18.058760410158413,225.0,211.0,247.85714285714286,251.0
2023-03-15,POI_A,2,3,False,False,,21,1.0,0.8758634449456568,0.13789283647392292,0.6952064943385537,0.16690066918752325,30.089378532692393,晴天,74.81699908707026,3.5822016363609976,251.0,223.0,253.57142857142858,227.0
2023-03-16,POI_A,3,3,False,False,,20,1.0,0.993755592449594,0.20190919958411854,0.5893472518382956,0.20874354857758579,27.143684468441574,晴天,30.747517629165735,4.816242189983615,227.0,227.0,254.14285714285714,224.0
2023-03-17,POI_A,4,3,False,False,,19,1.0,0.8159219563386952,0.21118052690396977,0.611318091465385,0.17750138163064522,19.42606766816996,晴天,77.6958428381023,4.770537432384785,224.0,223.0,253.71428571428572,203.0
2023-03-18,POI_A,5,3,True,False,,18,1.0,0.8283340639436737,0.18941971833164306,0.6182154372771052,0.19236484439125184,26.61773471705111,晴天,48.255197483226524,12.637371703185405,203.0,275.0,250.85714285714286,256.0
2023-03-19,POI_A,6,3,True,False,,17,1.0,0.8743655332111306,0.21908752679640453,0.6106657283141295,0.17024674488946606,16.60962947179499,晴天,78.45093193883734,8.043378924757087,256.0,351.0,248.14285714285714,274.0
2023-03-20,POI_A,0,3,False,False,,16,1.0,0.8779496079941046,0.1895303418558017,0.5523472991671768,0.25812235897702157,25.70271375383653,晴天,60.11452782605589,19.790386748262385,274.0,225.0,237.14285714285714,211.0
2023-03-21,POI_A,1,3,False,False,,15,1.0,0.9100802992271233,0.15251767962041393,0.6757544329753508,0.1717278874042354,21.678921442422293,多云,72.64973871882395,15.538378540312621,211.0,251.0,235.14285714285714,273.0
2023-03-22,POI_A,2,3,False,False,,14,1.0,0.961679287114222,0.1925402374527199,0.541198989269588,0.2662607732776921,11.355883620258684,晴天,36.339059669218294,18.13058807702507,273.0,227.0,238.28571428571428,229.0
2023-03-23,POI_A,3,3,False,False,,13,1.0,1.0,0.14151018311203725,0.6368896626055166,0.22160015428244617,19.080450370779708,晴天,87.02856801346684,6.990592675685614,229.0,224.0,238.57142857142858,238.0
2023-03-24,POI_A,4,3,False,False,,12,1.0,0.743138773810332,0.20309752150884536,0.6589523130944115,0.13795016539674315,28.258449945275476,晴天,53.622617837914326,6.346696892859136,238.0,203.0,240.57142857142858,196.0
2023-03-25,POI_A,5,3,True,False,,11,1.0,0.9384506423565356,0.15803646587310755,0.613546038093627,0.22841749603326553,18.15072977606067,多云,73.01520535895378,13.600441394809144,196.0,256.0,239.57142857142858,286.0
2023-03-26,POI_A,6,3,True,False,,10,1.0,0.9736905367316412,0.22741489538251192,0.5680207927096064,0.20456431190788177,16.420245668748088,晴天,60.4356521474114,14.839340842252371,286.0,274.0,243.85714285714286,297.0
2023-03-27,POI_A,0,3,False,False,,9,1.0,0.9206608340441029,0.10696564514828717,0.6389733789671606,0.25406097588455223,16.744490301269924,多云,31.619011953059744,6.772915860046361,297.0,211.0,247.14285714285714,251.0
2023-03-28,POI_A,1,3,False,False,,8,1.0,0.8788662981589697,0.25238612132688615,0.5334176864450921,0.21419619222802178,16.50038224783901,多云,43.595441289036344,9.927803628813072,251.0,273.0,252.85714285714286,223.0
2023-03-29,POI_A,2,3,False,False,,7,1.0,0.8146406997710682,0.23785812009819263,0.5239863509304734,0.23815552897133394,11.927150124313759,晴天,86.32779966071887,10.072758109666736,223.0,229.0,245.71428571428572,198.0
2023-03-30,POI_A,3,3,False,False,,6,1.0,0.8860542232141602,0.16404551269798975,0.6212392001757234,0.21471528712628682,11.69590424581078,多云,80.10276819536591,14.463838052623421,198.0,238.0,241.28571428571428,255.0
2023-03-31,POI_A,4,3,False,False,,5,1.0,0.8640866977185665,0.23912092400738902,0.549902174826373,0.21097690116623796,21.445216579901626,大雨,44.70811877691999,6.1578848228842435,255.0,196.0,243.71428571428572,156.0
2023-04-01,POI_A,5,4,True,False,,4,1.0,0.927136520466265,0.1647965692370659,0.6631292700078234,0.17207416075511073,21.782571925854434,多云,53.52550416071048,19.227233825355377,156.0,286.0,238.0,304.0
2023-04-02,POI_A,6,4,True,False,,3,1.0,0.9163144100442707,0.2581554975258084,0.5857738828036301,0.15607061967056138,13.007645604226378,多云,82.21444234818742,9.333342170472338,304.0,297.0,240.57142857142858,307.0
2023-04-03,POI_A,0,4,False,False,,2,1.0,0.8666170634109736,0.1714120375327493,0.5323468090629522,0.2962411534042985,16.0120115049327,多云,81.60976133251158,1.5288134815788057,307.0,251.0,242.0,222.0
2023-04-04,POI_A,1,4,False,False,,1,1.2,0.8904834233446216,0.17259620472472903,0.6148404807390284,0.2125633145362425,21.907209250345836,晴天,63.2958186655235,19.69087765208148,222.0,223.0,237.85714285714286,243.0
2023-04-05,POI_A,2,4,False,True,清明节,0,1.5,0.823756931617275,0.18146167190080492,0.5731982036798501,0.24534012441934494,18.680368362060687,大雨,51.97531911113144,7.772693431528652,243.0,198.0,240.71428571428572,244.0
2023-04-06,POI_A,3,4,False,False,,1,1.2,0.9289786209654483,0.1885496400167847,0.621250831990149,0.19019952799306628,19.316307289041024,晴天,47.983314966922,13.6237277070549,244.0,255.0,247.28571428571428,302.0
2023-04-07,POI_A,4,4,False,False,,2,1.0,0.9429201271268672,0.20417823319920891,0.576558682935925,0.21926308386486595,21.611604387298737,多云,68.57803386557678,2.794493011329975,302.0,156.0,254.0,244.0
2023-04-08,POI_A,5,4,True,False,,3,1.0,0.9211094433595504,0.2022919326433371,0.5826149400508546,0.21509312730580837,12.57959364774074,晴天,74.83995458008738,13.081635121791926,244.0,304.0,266.57142857142856,316.0
2023-04-09,POI_A,6,4,True,False,,4,1.0,0.9532593067801755,0.18421987765899833,0.5816522640073227,0.2341278583336789,25.63877635701128,大雨,68.70291122522983,10.93741625300823,316.0,307.0,268.2857142857143,227.0
2023-04-10,POI_A,0,4,False,False,,5,1.0,0.9572315350334679,0.21045757341747381,0.6411608699434129,0.14838155663911318,14.540390893412384,晴天,44.55090634516666,13.384339758549705,227.0,222.0,256.85714285714283,284.0
2023-04-11,POI_A,1,4,False,False,,6,1.0,0.8220235019542417,0.21662869667615928,0.5594828028329811,0.2238885004908595,8.603381513855856,大雨,37.35444474196029,8.850215263515135,284.0,243.0,265.7142857142857,195.0
2023-04-12,POI_A,2,4,False,False,,7,1.0,0.8665725092392462,0.2870280625024453,0.6389823542674251,0.07398958323012955,15.299814228445165,小雨,32.24577549019982,3.500184198178886,195.0,244.0,258.85714285714283,206.0
2023-04-13,POI_A,3,4,False,False,,8,1.0,0.8655110838328111,0.20902811228803075,0.6286916186937178,0.16228026901825146,10.594733040778083,小雨,63.11749345250537,4.2725503720162745,206.0,302.0,253.42857142857142,191.0
2023-04-14,POI_A,4,4,False,False,,9,1.0,0.9565648946969074,0.18950493074919292,0.6840538440753459,0.12644122517546116,14.98425582612682,晴天,54.69856568290375,2.085932467857492,191.0,244.0,237.57142857142858,249.0
2023-04-15,POI_A,5,4,True,False,,10,1.0,0.8356154852280839,0.20561417020589182,0.6407179673106778,0.15366786248343034,12.694622002857884,多云,38.89069301732722,18.113422205168177,249.0,316.0,238.28571428571428,281.0
2023-04-16,POI_A,6,4,True,False,,11,1.0,0.8557223230842037,0.2320991386986149,0.5223314837867127,0.24556937751467256,16.639658028025966,晴天,41.024503930468526,15.777293271725167,281.0,227.0,233.28571428571428,281.0
2023-04-17,POI_A,0,4,False,False,,12,1.0,0.8134932996051212,0.15774156101162168,0.6218436984905547,0.22041474049782367,7.65561869928649,晴天,69.1137823567283,15.914039557040553,281.0,284.0,241.0,218.0
2023-04-18,POI_A,1,4,False,False,,11,1.0,0.9732179307079776,0.23040002430693468,0.6111109719924558,0.1584890037006095,17.79445807818139,多云,49.28046852608534,18.806085669452173,218.0,195.0,231.57142857142858,232.0
2023-04-19,POI_A,2,4,False,False,,10,1.0,0.9388741486318501,0.18284222759950872,0.5910760484380992,0.22608172396239212,9.789070676077108,小雨,54.289180802322576,4.116845946415695,232.0,206.0,236.85714285714286,231.0
2023-04-20,POI_A,3,4,False,False,,9,1.0,0.9135442837387171,0.20309595966436436,0.6167326946300211,0.18017134570561455,9.6562648271609,晴天,70.81076149710177,10.562536008268143,231.0,191.0,240.42857142857142,236.0
2023-04-21,POI_A,4,4,False,False,,8,1.0,0.8466887473433856,0.21369882139613583,0.627372562375261,0.15892861622860324,20.353114756805894,晴天,74.96410027177552,8.649729673776712,236.0,249.0,246.85714285714286,265.0
2023-04-22,POI_A,5,4,True,False,,7,1.0,0.8604057834579106,0.24630113738733703,0.5450392664977818,0.20865959611488125,9.281360779822899,晴天,53.11166752891402,19.75654682451324,265.0,281.0,249.14285714285714,289.0
2023-04-23,POI_A,6,4,True,False,,6,1.0,0.8687755048289002,0.22012082308490927,0.5303451486979959,0.24953402821709478,15.40924452128369,小雨,54.348950223861294,2.614579918258595,289.0,281.0,250.28571428571428,265.0
2023-04-24,POI_A,0,4,False,False,,5,1.0,0.8348720592355371,0.16132405601013763,0.6668889553082654,0.17178698868159709,16.2802700101925,小雨,88.88319617898833,9.255956376301299,265.0,218.0,248.0,239.0
2023-04-25,POI_A,1,4,False,False,,4,1.0,0.8816788711129208,0.16173946314004908,0.6313732612362928,0.20688727562365813,11.75426410504561,晴天,59.75109529078925,9.536203723659886,239.0,232.0,251.0,286.0
2023-04-26,POI_A,2,4,False,False,,3,1.0,0.8652297328651581,0.2103089897799854,0.656976118017125,0.13271489220288965,3.6736242717947736,晴天,59.78310326727935,5.885199514974766,286.0,231.0,258.7142857142857,211.0
2023-04-27,POI_A,3,4,False,False,,2,1.0,0.846659358243459,0.14072218784810753,0.6616297423019939,0.19764806984989863,7.451355205272884,晴天,84.04905414343565,18.578043057069408,211.0,236.0,255.85714285714286,237.0
2023-04-28,POI_A,4,4,False,False,,1,1.2,0.8133332740046872,0.2008231490755497,0.5985530447095029,0.2006238062149475,9.234859083819645,大雨,85.54258848180115,7.129529214385122,237.0,265.0,256.0,189.0
2023-04-29,POI_A,5,4,True,True,劳动节,0,1.5,0.9578536192818711,0.2097142035314552,0.6018161709539023,0.18846962551464244,6.960952779732029,晴天,59.516278477213746,15.054508307524792,189.0,289.0,245.14285714285714,313.0
2023-04-30,POI_A,6,4,True,True,劳动节,0,1.5,0.9367516361051288,0.24725583189470082,0.6255041066433095,0.12724006146198968,3.966280839139568,小雨,56.220402473962466,5.635522532200992,313.0,265.0,248.57142857142858,279.0
2023-05-01,POI_A,0,5,False,True,劳动节,0,1.5,0.8568300817752973,0.20450150938094439,0.5382999885204867,0.257198502098569,-0.41573802871823773,多云,65.65867378910718,1.70643132823173,279.0,239.0,250.57142857142858,227.0
2023-05-02,POI_A,1,5,False,True,劳动节,0,1.5,0.8615402113583465,0.14787918571951075,0.603891439318568,0.2482293749619213,7.056249381521956,多云,53.8318893158334,10.180423522842318,227.0,286.0,248.85714285714286,267.0
2023-05-03,POI_A,2,5,False,True,劳动节,0,1.5,0.8657324391859124,0.13012429786474847,0.6407326780601529,0.22914302407509865,7.618790587750497,多云,82.59225839769856,19.219823085128848,267.0,211.0,246.14285714285714,309.0
2023-05-04,POI_A,3,5,False,False,,1,1.2,0.9270403829618004,0.21925193747133656,0.5957051061544788,0.18504295637418472,1.9129022652170393,多云,62.39163645140443,14.51001438573815,309.0,237.0,260.14285714285717,257.0
